seqName,Accession.ID,Virus.name,Location,Collection.date,location,continent,country,state,host,hasYearOnly,hasMonthOnly,hasFullDate,decDate
EPI_ISL_413550|Human|Nigeria|hCoV-19/Nigeria/Lagos01/2020|2020-02-27|2020.156,EPI_ISL_413550,hCoV-19/Nigeria/Lagos01/2020,Africa / Nigeria / Lagos,27/02/2020,Africa/Nigeria/Lagos,Africa,Nigeria,Lagos,Human,FALSE,FALSE,TRUE,2020.155738
EPI_ISL_414647|Human|Democratic Republic of the Congo|hCoV-19/DRC/KN-13/2020|2020-03-09|2020.186,EPI_ISL_414647,hCoV-19/DRC/KN-13/2020,Africa / Democratic Republic of the Congo / Kinshasa,09/03/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.185792
EPI_ISL_417186|Human|South Africa|hCoV-19/South Africa/R03006/2020|2020-03-07|2020.180,EPI_ISL_417186,hCoV-19/South Africa/R03006/2020,Africa / South Africa / KZN,07/03/2020,Africa/South Africa/KZN,Africa,South Africa,KZN,Human,FALSE,FALSE,TRUE,2020.180328
EPI_ISL_417433|Human|Democratic Republic of the Congo|hCoV-19/DRC/KN-0017/2020|2020-03-11|2020.191,EPI_ISL_417433,hCoV-19/DRC/KN-0017/2020,Africa / Democratic Republic of the Congo / Kinshasa,11/03/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.191257
EPI_ISL_417434|Human|Democratic Republic of the Congo|hCoV-19/DRC/KN-0038/2020|2020-03-14|2020.199,EPI_ISL_417434,hCoV-19/DRC/KN-0038/2020,Africa / Democratic Republic of the Congo / Kinshasa,14/03/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.199454
EPI_ISL_417435|Human|Democratic Republic of the Congo|hCoV-19/DRC/KN-0043/2020|2020-03-15|2020.202,EPI_ISL_417435,hCoV-19/DRC/KN-0043/2020,Africa / Democratic Republic of the Congo / Kinshasa,15/03/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.202186
EPI_ISL_417436|Human|Democratic Republic of the Congo|hCoV-19/DRC/KN-0051/2020|2020-03-17|2020.208,EPI_ISL_417436,hCoV-19/DRC/KN-0051/2020,Africa / Democratic Republic of the Congo / Kinshasa,17/03/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.20765
EPI_ISL_417437|Human|Democratic Republic of the Congo|hCoV-19/DRC/KN-0054/2020|2020-03-17|2020.208,EPI_ISL_417437,hCoV-19/DRC/KN-0054/2020,Africa / Democratic Republic of the Congo / Kinshasa,17/03/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.20765
EPI_ISL_417438|Human|Democratic Republic of the Congo|hCoV-19/DRC/KN-0058/2020|2020-03-17|2020.208,EPI_ISL_417438,hCoV-19/DRC/KN-0058/2020,Africa / Democratic Republic of the Congo / Kinshasa,17/03/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.20765
EPI_ISL_417439|Human|Democratic Republic of the Congo|hCoV-19/DRC/KN-0059/2020|2020-03-17|2020.208,EPI_ISL_417439,hCoV-19/DRC/KN-0059/2020,Africa / Democratic Republic of the Congo / Kinshasa,17/03/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.20765
EPI_ISL_417440|Human|Democratic Republic of the Congo|hCoV-19/DRC/KN-0060/2020|2020-03-17|2020.208,EPI_ISL_417440,hCoV-19/DRC/KN-0060/2020,Africa / Democratic Republic of the Congo / Kinshasa,17/03/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.20765
EPI_ISL_417441|Human|Democratic Republic of the Congo|hCoV-19/DRC/KN-0070/2020|2020-03-17|2020.208,EPI_ISL_417441,hCoV-19/DRC/KN-0070/2020,Africa / Democratic Republic of the Congo / Kinshasa,17/03/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.20765
EPI_ISL_417442|Human|Democratic Republic of the Congo|hCoV-19/DRC/KN-0072/2020|2020-03-18|2020.210,EPI_ISL_417442,hCoV-19/DRC/KN-0072/2020,Africa / Democratic Republic of the Congo / Kinshasa,18/03/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.210383
EPI_ISL_417941|Human|Democratic Republic of the Congo|hCoV-19/DRC/73/2020|2020-03-18|2020.210,EPI_ISL_417941,hCoV-19/DRC/73/2020,Africa / Democratic Republic of the Congo / Kinshasa,18/03/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.210383
EPI_ISL_417942|Human|Democratic Republic of the Congo|hCoV-19/DRC/80/2020|2020-03-18|2020.210,EPI_ISL_417942,hCoV-19/DRC/80/2020,Africa / Democratic Republic of the Congo / Kinshasa,18/03/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.210383
EPI_ISL_417944|Human|Democratic Republic of the Congo|hCoV-19/DRC/81/2020|2020-03-18|2020.210,EPI_ISL_417944,hCoV-19/DRC/81/2020,Africa / Democratic Republic of the Congo / Kinshasa,18/03/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.210383
EPI_ISL_417946|Human|Democratic Republic of the Congo|hCoV-19/DRC/82/2020|2020-03-18|2020.210,EPI_ISL_417946,hCoV-19/DRC/82/2020,Africa / Democratic Republic of the Congo / Kinshasa,18/03/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.210383
EPI_ISL_417947|Human|Democratic Republic of the Congo|hCoV-19/DRC/94/2020|2020-03-19|2020.213,EPI_ISL_417947,hCoV-19/DRC/94/2020,Africa / Democratic Republic of the Congo / Kinshasa,19/03/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.213115
EPI_ISL_417948|Human|Democratic Republic of the Congo|hCoV-19/DRC/108/2020|2020-03-19|2020.213,EPI_ISL_417948,hCoV-19/DRC/108/2020,Africa / Democratic Republic of the Congo / Kinshasa,19/03/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.213115
EPI_ISL_417950|Human|Democratic Republic of the Congo|hCoV-19/DRC/158/2020|2020-03-20|2020.216,EPI_ISL_417950,hCoV-19/DRC/158/2020,Africa / Democratic Republic of the Congo / Kinshasa,20/03/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.215847
EPI_ISL_417955|Human|Democratic Republic of the Congo|hCoV-19/DRC/191/2020|2020-03-21|2020.219,EPI_ISL_417955,hCoV-19/DRC/191/2020,Africa / Democratic Republic of the Congo / Kinshasa,21/03/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.218579
EPI_ISL_418206|Human|Senegal|hCoV-19/Senegal/003/2020|2020-02-28|2020.158,EPI_ISL_418206,hCoV-19/Senegal/003/2020,Africa / Senegal / Dakar,28/02/2020,Africa/Senegal/Dakar,Africa,Senegal,Dakar,Human,FALSE,FALSE,TRUE,2020.15847
EPI_ISL_418207|Human|Senegal|hCoV-19/Senegal/016/2020|2020-03-02|2020.167,EPI_ISL_418207,hCoV-19/Senegal/016/2020,Africa / Senegal / Dakar,02/03/2020,Africa/Senegal/Dakar,Africa,Senegal,Dakar,Human,FALSE,FALSE,TRUE,2020.166667
EPI_ISL_418208|Human|Senegal|hCoV-19/Senegal/020/2020|2020-03-04|2020.172,EPI_ISL_418208,hCoV-19/Senegal/020/2020,Africa / Senegal / Dakar,04/03/2020,Africa/Senegal/Dakar,Africa,Senegal,Dakar,Human,FALSE,FALSE,TRUE,2020.172131
EPI_ISL_418209|Human|Senegal|hCoV-19/Senegal/026/2020|2020-03-03|2020.169,EPI_ISL_418209,hCoV-19/Senegal/026/2020,Africa / Senegal / Dakar,03/03/2020,Africa/Senegal/Dakar,Africa,Senegal,Dakar,Human,FALSE,FALSE,TRUE,2020.169399
EPI_ISL_418210|Human|Senegal|hCoV-19/Senegal/073/2020|2020-03-10|2020.189,EPI_ISL_418210,hCoV-19/Senegal/073/2020,Africa / Senegal / Touba,10/03/2020,Africa/Senegal/Touba,Africa,Senegal,Touba,Human,FALSE,FALSE,TRUE,2020.188525
EPI_ISL_418211|Human|Senegal|hCoV-19/Senegal/082/2020|2020-03-11|2020.191,EPI_ISL_418211,hCoV-19/Senegal/082/2020,Africa / Senegal / Touba,11/03/2020,Africa/Senegal/Touba,Africa,Senegal,Touba,Human,FALSE,FALSE,TRUE,2020.191257
EPI_ISL_418212|Human|Senegal|hCoV-19/Senegal/087/2020|2020-03-11|2020.191,EPI_ISL_418212,hCoV-19/Senegal/087/2020,Africa / Senegal / Touba,11/03/2020,Africa/Senegal/Touba,Africa,Senegal,Touba,Human,FALSE,FALSE,TRUE,2020.191257
EPI_ISL_418213|Human|Senegal|hCoV-19/Senegal/094/2020|2020-03-12|2020.194,EPI_ISL_418213,hCoV-19/Senegal/094/2020,Africa / Senegal / Touba,12/03/2020,Africa/Senegal/Touba,Africa,Senegal,Touba,Human,FALSE,FALSE,TRUE,2020.193989
EPI_ISL_418214|Human|Senegal|hCoV-19/Senegal/102/2020|2020-03-12|2020.194,EPI_ISL_418214,hCoV-19/Senegal/102/2020,Africa / Senegal / Touba,12/03/2020,Africa/Senegal/Touba,Africa,Senegal,Touba,Human,FALSE,FALSE,TRUE,2020.193989
EPI_ISL_418215|Human|Senegal|hCoV-19/Senegal/119/2020|2020-03-12|2020.194,EPI_ISL_418215,hCoV-19/Senegal/119/2020,Africa / Senegal / Touba,12/03/2020,Africa/Senegal/Touba,Africa,Senegal,Touba,Human,FALSE,FALSE,TRUE,2020.193989
EPI_ISL_418216|Human|Senegal|hCoV-19/Senegal/136/2020|2020-03-13|2020.197,EPI_ISL_418216,hCoV-19/Senegal/136/2020,Africa / Senegal / Dakar,13/03/2020,Africa/Senegal/Dakar,Africa,Senegal,Dakar,Human,FALSE,FALSE,TRUE,2020.196721
EPI_ISL_418217|Human|Senegal|hCoV-19/Senegal/139/2020|2020-03-13|2020.197,EPI_ISL_418217,hCoV-19/Senegal/139/2020,Africa / Senegal / Mbour,13/03/2020,Africa/Senegal/Mbour,Africa,Senegal,Mbour,Human,FALSE,FALSE,TRUE,2020.196721
EPI_ISL_418241|Human|Algeria|hCoV-19/Algeria/G0638_2264/2020|2020-03-02|2020.167,EPI_ISL_418241,hCoV-19/Algeria/G0638_2264/2020,Africa / Algeria / Boufarik,02/03/2020,Africa/Algeria/Boufarik,Africa,Algeria,Boufarik,Human,FALSE,FALSE,TRUE,2020.166667
EPI_ISL_418242|Human|Algeria|hCoV-19/Algeria/G0640_2265/2020|2020-03-08|2020.183,EPI_ISL_418242,hCoV-19/Algeria/G0640_2265/2020,Africa / Algeria / Blida,08/03/2020,Africa/Algeria/Blida,Africa,Algeria,Blida,Human,FALSE,FALSE,TRUE,2020.18306
EPI_ISL_420030|Human|Democratic Republic of the Congo|hCoV-19/DRC/214/2020|2020-03-21|2020.219,EPI_ISL_420030,hCoV-19/DRC/214/2020,Africa / Democratic Republic of the Congo / Kinshasa,21/03/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.218579
EPI_ISL_420031|Human|Democratic Republic of the Congo|hCoV-19/DRC/215/2020|2020-03-21|2020.219,EPI_ISL_420031,hCoV-19/DRC/215/2020,Africa / Democratic Republic of the Congo / Kinshasa,21/03/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.218579
EPI_ISL_420032|Human|Democratic Republic of the Congo|hCoV-19/DRC/236/2020|2020-03-22|2020.221,EPI_ISL_420032,hCoV-19/DRC/236/2020,Africa / Democratic Republic of the Congo / Kinshasa,22/03/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.221311
EPI_ISL_420033|Human|Democratic Republic of the Congo|hCoV-19/DRC/241/2020|2020-03-22|2020.221,EPI_ISL_420033,hCoV-19/DRC/241/2020,Africa / Democratic Republic of the Congo / Kinshasa,22/03/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.221311
EPI_ISL_420034|Human|Democratic Republic of the Congo|hCoV-19/DRC/243/2020|2020-03-22|2020.221,EPI_ISL_420034,hCoV-19/DRC/243/2020,Africa / Democratic Republic of the Congo / Kinshasa,22/03/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.221311
EPI_ISL_420035|Human|Democratic Republic of the Congo|hCoV-19/DRC/248/2020|2020-03-22|2020.221,EPI_ISL_420035,hCoV-19/DRC/248/2020,Africa / Democratic Republic of the Congo / Kinshasa,22/03/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.221311
EPI_ISL_420037|Human|Algeria|hCoV-19/Algeria/G0860_2262/2020|2020-03-02|2020.167,EPI_ISL_420037,hCoV-19/Algeria/G0860_2262/2020,Africa / Algeria / Boufarik,02/03/2020,Africa/Algeria/Boufarik,Africa,Algeria,Boufarik,Human,FALSE,FALSE,TRUE,2020.166667
EPI_ISL_420069|Human|Senegal|hCoV-19/Senegal/306/2020|2020-03-17|2020.208,EPI_ISL_420069,hCoV-19/Senegal/306/2020,Africa / Senegal / Dakar,17/03/2020,Africa/Senegal/Dakar,Africa,Senegal,Dakar,Human,FALSE,FALSE,TRUE,2020.20765
EPI_ISL_420070|Human|Senegal|hCoV-19/Senegal/315/2020|2020-03-17|2020.208,EPI_ISL_420070,hCoV-19/Senegal/315/2020,Africa / Senegal / Dakar,17/03/2020,Africa/Senegal/Dakar,Africa,Senegal,Dakar,Human,FALSE,FALSE,TRUE,2020.20765
EPI_ISL_420071|Human|Senegal|hCoV-19/Senegal/328/2020|2020-03-17|2020.208,EPI_ISL_420071,hCoV-19/Senegal/328/2020,Africa / Senegal / Mbour,17/03/2020,Africa/Senegal/Mbour,Africa,Senegal,Mbour,Human,FALSE,FALSE,TRUE,2020.20765
EPI_ISL_420072|Human|Senegal|hCoV-19/Senegal/370/2020|2020-03-18|2020.210,EPI_ISL_420072,hCoV-19/Senegal/370/2020,Africa / Senegal / Mbour,18/03/2020,Africa/Senegal/Mbour,Africa,Senegal,Mbour,Human,FALSE,FALSE,TRUE,2020.210383
EPI_ISL_420073|Human|Senegal|hCoV-19/Senegal/382/2020|2020-03-19|2020.213,EPI_ISL_420073,hCoV-19/Senegal/382/2020,Africa / Senegal / Dakar,19/03/2020,Africa/Senegal/Dakar,Africa,Senegal,Dakar,Human,FALSE,FALSE,TRUE,2020.213115
EPI_ISL_420074|Human|Senegal|hCoV-19/Senegal/600/2020|2020-03-20|2020.216,EPI_ISL_420074,hCoV-19/Senegal/600/2020,Africa / Senegal / St-Louis,20/03/2020,Africa/Senegal/St-Louis,Africa,Senegal,St-Louis,Human,FALSE,FALSE,TRUE,2020.215847
EPI_ISL_420075|Human|Senegal|hCoV-19/Senegal/610/2020|2020-03-20|2020.216,EPI_ISL_420075,hCoV-19/Senegal/610/2020,Africa / Senegal / Dakar,20/03/2020,Africa/Senegal/Dakar,Africa,Senegal,Dakar,Human,FALSE,FALSE,TRUE,2020.215847
EPI_ISL_420076|Human|Senegal|hCoV-19/Senegal/611/2020|2020-03-20|2020.216,EPI_ISL_420076,hCoV-19/Senegal/611/2020,Africa / Senegal / Dakar,20/03/2020,Africa/Senegal/Dakar,Africa,Senegal,Dakar,Human,FALSE,FALSE,TRUE,2020.215847
EPI_ISL_420077|Human|Senegal|hCoV-19/Senegal/618/2020|2020-03-20|2020.216,EPI_ISL_420077,hCoV-19/Senegal/618/2020,Africa / Senegal / Dakar,20/03/2020,Africa/Senegal/Dakar,Africa,Senegal,Dakar,Human,FALSE,FALSE,TRUE,2020.215847
EPI_ISL_420078|Human|Senegal|hCoV-19/Senegal/620/2020|2020-03-20|2020.216,EPI_ISL_420078,hCoV-19/Senegal/620/2020,Africa / Senegal / Thies,20/03/2020,Africa/Senegal/Thies,Africa,Senegal,Thies,Human,FALSE,FALSE,TRUE,2020.215847
EPI_ISL_420079|Human|Senegal|hCoV-19/Senegal/640/2020|2020-03-20|2020.216,EPI_ISL_420079,hCoV-19/Senegal/640/2020,Africa / Senegal / Mbour,20/03/2020,Africa/Senegal/Mbour,Africa,Senegal,Mbour,Human,FALSE,FALSE,TRUE,2020.215847
EPI_ISL_420838|Human|Democratic Republic of the Congo|hCoV-19/DRC/253/2020|2020-03-22|2020.221,EPI_ISL_420838,hCoV-19/DRC/253/2020,Africa / Democratic Republic of the Congo / Kinshasa,22/03/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.221311
EPI_ISL_420839|Human|Democratic Republic of the Congo|hCoV-19/DRC/254/2020|2020-03-22|2020.221,EPI_ISL_420839,hCoV-19/DRC/254/2020,Africa / Democratic Republic of the Congo / Kinshasa,22/03/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.221311
EPI_ISL_420840|Human|Democratic Republic of the Congo|hCoV-19/DRC/299/2020|2020-03-20|2020.216,EPI_ISL_420840,hCoV-19/DRC/299/2020,Africa / Democratic Republic of the Congo / Sud Kivu,20/03/2020,Africa/Democratic Republic of the Congo/Sud Kivu,Africa,Democratic Republic of the Congo,Sud Kivu,Human,FALSE,FALSE,TRUE,2020.215847
EPI_ISL_420841|Human|Democratic Republic of the Congo|hCoV-19/DRC/300/2020|2020-03-22|2020.221,EPI_ISL_420841,hCoV-19/DRC/300/2020,Africa / Democratic Republic of the Congo / Sud Kivu,22/03/2020,Africa/Democratic Republic of the Congo/Sud Kivu,Africa,Democratic Republic of the Congo,Sud Kivu,Human,FALSE,FALSE,TRUE,2020.221311
EPI_ISL_420842|Human|Democratic Republic of the Congo|hCoV-19/DRC/307/2020|2020-03|2020.202,EPI_ISL_420842,hCoV-19/DRC/307/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_420843|Human|Democratic Republic of the Congo|hCoV-19/DRC/353/2020|2020-03|2020.202,EPI_ISL_420843,hCoV-19/DRC/353/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_420844|Human|Democratic Republic of the Congo|hCoV-19/DRC/355/2020|2020-03|2020.202,EPI_ISL_420844,hCoV-19/DRC/355/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_420845|Human|Democratic Republic of the Congo|hCoV-19/DRC/397/2020|2020-03-26|2020.232,EPI_ISL_420845,hCoV-19/DRC/397/2020,Africa / Democratic Republic of the Congo / Kinshasa,26/03/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.23224
EPI_ISL_420846|Human|Democratic Republic of the Congo|hCoV-19/DRC/400/2020|2020-03|2020.202,EPI_ISL_420846,hCoV-19/DRC/400/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_420847|Human|Democratic Republic of the Congo|hCoV-19/DRC/431/2020|2020-03-26|2020.232,EPI_ISL_420847,hCoV-19/DRC/431/2020,Africa / Democratic Republic of the Congo,26/03/2020,Africa/Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,NA,Human,FALSE,FALSE,TRUE,2020.23224
EPI_ISL_420848|Human|Democratic Republic of the Congo|hCoV-19/DRC/445/2020|2020-03|2020.202,EPI_ISL_420848,hCoV-19/DRC/445/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,TRUE,FALSE,2020.202186
