seqName,Accession.ID,Virus.name,Location,Collection.date,location,continent,country,state,host,hasYearOnly,hasMonthOnly,hasFullDate,decDate
EPI_ISL_447600|Human|Democratic Republic of the Congo|hCoV-19/DRC/3481/2020|2020-04-22|2020.306,EPI_ISL_447600,hCoV-19/DRC/3481/2020,Africa / Democratic Republic of the Congo / Kinshasa,22/04/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.306011
EPI_ISL_447601|Human|Democratic Republic of the Congo|hCoV-19/DRC/3482/2020|2020-04-22|2020.306,EPI_ISL_447601,hCoV-19/DRC/3482/2020,Africa / Democratic Republic of the Congo / Kinshasa,22/04/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.306011
EPI_ISL_447602|Human|Democratic Republic of the Congo|hCoV-19/DRC/3483/2020|2020-04-22|2020.306,EPI_ISL_447602,hCoV-19/DRC/3483/2020,Africa / Democratic Republic of the Congo / Kinshasa,22/04/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.306011
EPI_ISL_447603|Human|Democratic Republic of the Congo|hCoV-19/DRC/3490/2020|2020-04-22|2020.306,EPI_ISL_447603,hCoV-19/DRC/3490/2020,Africa / Democratic Republic of the Congo / Kinshasa,22/04/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.306011
EPI_ISL_447604|Human|Democratic Republic of the Congo|hCoV-19/DRC/3504/2020|2020-04-23|2020.309,EPI_ISL_447604,hCoV-19/DRC/3504/2020,Africa / Democratic Republic of the Congo / Kinshasa,23/04/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.308743
EPI_ISL_447605|Human|Democratic Republic of the Congo|hCoV-19/DRC/3552/2020|2020-04-23|2020.309,EPI_ISL_447605,hCoV-19/DRC/3552/2020,Africa / Democratic Republic of the Congo / Kinshasa,23/04/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.308743
EPI_ISL_447606|Human|Democratic Republic of the Congo|hCoV-19/DRC/3595/2020|2020-04-23|2020.309,EPI_ISL_447606,hCoV-19/DRC/3595/2020,Africa / Democratic Republic of the Congo / Kinshasa,23/04/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.308743
EPI_ISL_447607|Human|Democratic Republic of the Congo|hCoV-19/DRC/3632/2020|2020-04-23|2020.309,EPI_ISL_447607,hCoV-19/DRC/3632/2020,Africa / Democratic Republic of the Congo / Kinshasa,23/04/2020,Africa/Democratic Republic of the Congo/Kinshasa,Africa,Democratic Republic of the Congo,Kinshasa,Human,FALSE,FALSE,TRUE,2020.308743
EPI_ISL_450296|Human|South Africa|hCoV-19/South Africa/R04827/2020|2020-03-17|2020.208,EPI_ISL_450296,hCoV-19/South Africa/R04827/2020,Africa / South Africa / KZN,17/03/2020,Africa/South Africa/KZN,Africa,South Africa,KZN,Human,FALSE,FALSE,TRUE,2020.20765
EPI_ISL_450297|Human|South Africa|hCoV-19/South Africa/R05204/2020|2020-03-19|2020.213,EPI_ISL_450297,hCoV-19/South Africa/R05204/2020,Africa / South Africa / MP,19/03/2020,Africa/South Africa/MP,Africa,South Africa,MP,Human,FALSE,FALSE,TRUE,2020.213115
EPI_ISL_450298|Human|South Africa|hCoV-19/South Africa/R05360/2020|2020-03-19|2020.213,EPI_ISL_450298,hCoV-19/South Africa/R05360/2020,Africa / South Africa / KZN,19/03/2020,Africa/South Africa/KZN,Africa,South Africa,KZN,Human,FALSE,FALSE,TRUE,2020.213115
EPI_ISL_450299|Human|South Africa|hCoV-19/South Africa/R07552/2020|2020-03-31|2020.246,EPI_ISL_450299,hCoV-19/South Africa/R07552/2020,Africa / South Africa / GP,31/03/2020,Africa/South Africa/GP,Africa,South Africa,GP,Human,FALSE,FALSE,TRUE,2020.245902
EPI_ISL_450300|Human|South Africa|hCoV-19/South Africa/R07601/2020|2020-03-30|2020.243,EPI_ISL_450300,hCoV-19/South Africa/R07601/2020,Africa / South Africa / LP,30/03/2020,Africa/South Africa/LP,Africa,South Africa,LP,Human,FALSE,FALSE,TRUE,2020.243169
EPI_ISL_450301|Human|South Africa|hCoV-19/South Africa/R07719/2020|2020-04-01|2020.249,EPI_ISL_450301,hCoV-19/South Africa/R07719/2020,Africa / South Africa / Unknown,01/04/2020,Africa/South Africa/Unknown,Africa,South Africa,Unknown,Human,FALSE,FALSE,TRUE,2020.248634
EPI_ISL_450495|Human|South Africa|hCoV-19/South Africa/R05929/2020|2020-03-25|2020.230,EPI_ISL_450495,hCoV-19/South Africa/R05929/2020,Africa / South Africa / GP,25/03/2020,Africa/South Africa/GP,Africa,South Africa,GP,Human,FALSE,FALSE,TRUE,2020.229508
EPI_ISL_450507|Human|Nigeria|hCoV-19/Nigeria/NG02/2020|2020-04-09|2020.270,EPI_ISL_450507,hCoV-19/Nigeria/NG02/2020,Africa / Nigeria,09/04/2020,Africa/Nigeria,Africa,Nigeria,NA,Human,FALSE,FALSE,TRUE,2020.270492
EPI_ISL_451183|Human|Uganda|hCoV-19/Uganda/UG001/2020|2020-03-25|2020.230,EPI_ISL_451183,hCoV-19/Uganda/UG001/2020,Africa / Uganda,25/03/2020,Africa/Uganda,Africa,Uganda,NA,Human,FALSE,FALSE,TRUE,2020.229508
EPI_ISL_451184|Human|Uganda|hCoV-19/Uganda/UG002/2020|2020-03-26|2020.232,EPI_ISL_451184,hCoV-19/Uganda/UG002/2020,Africa / Uganda,26/03/2020,Africa/Uganda,Africa,Uganda,NA,Human,FALSE,FALSE,TRUE,2020.23224
EPI_ISL_451185|Human|Uganda|hCoV-19/Uganda/UG003/2020|2020-03-27|2020.235,EPI_ISL_451185,hCoV-19/Uganda/UG003/2020,Africa / Uganda,27/03/2020,Africa/Uganda,Africa,Uganda,NA,Human,FALSE,FALSE,TRUE,2020.234973
EPI_ISL_451186|Human|Uganda|hCoV-19/Uganda/UG004/2020|2020-03-27|2020.235,EPI_ISL_451186,hCoV-19/Uganda/UG004/2020,Africa / Uganda,27/03/2020,Africa/Uganda,Africa,Uganda,NA,Human,FALSE,FALSE,TRUE,2020.234973
EPI_ISL_451187|Human|Uganda|hCoV-19/Uganda/UG005/2020|2020-03-27|2020.235,EPI_ISL_451187,hCoV-19/Uganda/UG005/2020,Africa / Uganda,27/03/2020,Africa/Uganda,Africa,Uganda,NA,Human,FALSE,FALSE,TRUE,2020.234973
EPI_ISL_451188|Human|Uganda|hCoV-19/Uganda/UG006/2020|2020-03-30|2020.243,EPI_ISL_451188,hCoV-19/Uganda/UG006/2020,Africa / Uganda,30/03/2020,Africa/Uganda,Africa,Uganda,NA,Human,FALSE,FALSE,TRUE,2020.243169
EPI_ISL_451189|Human|Uganda|hCoV-19/Uganda/UG007/2020|2020-03-30|2020.243,EPI_ISL_451189,hCoV-19/Uganda/UG007/2020,Africa / Uganda,30/03/2020,Africa/Uganda,Africa,Uganda,NA,Human,FALSE,FALSE,TRUE,2020.243169
EPI_ISL_451190|Human|Uganda|hCoV-19/Uganda/UG008/2020|2020-03-30|2020.243,EPI_ISL_451190,hCoV-19/Uganda/UG008/2020,Africa / Uganda,30/03/2020,Africa/Uganda,Africa,Uganda,NA,Human,FALSE,FALSE,TRUE,2020.243169
EPI_ISL_451191|Human|Uganda|hCoV-19/Uganda/UG009/2020|2020-03-30|2020.243,EPI_ISL_451191,hCoV-19/Uganda/UG009/2020,Africa / Uganda,30/03/2020,Africa/Uganda,Africa,Uganda,NA,Human,FALSE,FALSE,TRUE,2020.243169
EPI_ISL_451192|Human|Uganda|hCoV-19/Uganda/UG010/2020|2020-03-30|2020.243,EPI_ISL_451192,hCoV-19/Uganda/UG010/2020,Africa / Uganda,30/03/2020,Africa/Uganda,Africa,Uganda,NA,Human,FALSE,FALSE,TRUE,2020.243169
EPI_ISL_451193|Human|Uganda|hCoV-19/Uganda/UG011/2020|2020-03-30|2020.243,EPI_ISL_451193,hCoV-19/Uganda/UG011/2020,Africa / Uganda,30/03/2020,Africa/Uganda,Africa,Uganda,NA,Human,FALSE,FALSE,TRUE,2020.243169
EPI_ISL_451194|Human|Uganda|hCoV-19/Uganda/UG012/2020|2020-03-22|2020.221,EPI_ISL_451194,hCoV-19/Uganda/UG012/2020,Africa / Uganda,22/03/2020,Africa/Uganda,Africa,Uganda,NA,Human,FALSE,FALSE,TRUE,2020.221311
EPI_ISL_451195|Human|Uganda|hCoV-19/Uganda/UG013/2020|2020-03-22|2020.221,EPI_ISL_451195,hCoV-19/Uganda/UG013/2020,Africa / Uganda,22/03/2020,Africa/Uganda,Africa,Uganda,NA,Human,FALSE,FALSE,TRUE,2020.221311
EPI_ISL_451196|Human|Uganda|hCoV-19/Uganda/UG014/2020|2020-03-25|2020.230,EPI_ISL_451196,hCoV-19/Uganda/UG014/2020,Africa / Uganda,25/03/2020,Africa/Uganda,Africa,Uganda,NA,Human,FALSE,FALSE,TRUE,2020.229508
EPI_ISL_451197|Human|Uganda|hCoV-19/Uganda/UG015/2020|2020-04-27|2020.320,EPI_ISL_451197,hCoV-19/Uganda/UG015/2020,Africa / Uganda,27/04/2020,Africa/Uganda,Africa,Uganda,NA,Human,FALSE,FALSE,TRUE,2020.319672
EPI_ISL_451198|Human|Uganda|hCoV-19/Uganda/UG016/2020|2020-04-27|2020.320,EPI_ISL_451198,hCoV-19/Uganda/UG016/2020,Africa / Uganda,27/04/2020,Africa/Uganda,Africa,Uganda,NA,Human,FALSE,FALSE,TRUE,2020.319672
EPI_ISL_451199|Human|Uganda|hCoV-19/Uganda/UG017/2020|2020-04-20|2020.301,EPI_ISL_451199,hCoV-19/Uganda/UG017/2020,Africa / Uganda,20/04/2020,Africa/Uganda,Africa,Uganda,NA,Human,FALSE,FALSE,TRUE,2020.300546
EPI_ISL_451200|Human|Uganda|hCoV-19/Uganda/UG018/2020|2020-05-01|2020.331,EPI_ISL_451200,hCoV-19/Uganda/UG018/2020,Africa / Uganda,01/05/2020,Africa/Uganda,Africa,Uganda,NA,Human,FALSE,FALSE,TRUE,2020.330601
EPI_ISL_451201|Human|Uganda|hCoV-19/Uganda/UG019/2020|2020-04-30|2020.328,EPI_ISL_451201,hCoV-19/Uganda/UG019/2020,Africa / Uganda,30/04/2020,Africa/Uganda,Africa,Uganda,NA,Human,FALSE,FALSE,TRUE,2020.327869
EPI_ISL_451202|Human|Uganda|hCoV-19/Uganda/UG020/2020|2020-05-01|2020.331,EPI_ISL_451202,hCoV-19/Uganda/UG020/2020,Africa / Uganda,01/05/2020,Africa/Uganda,Africa,Uganda,NA,Human,FALSE,FALSE,TRUE,2020.330601
EPI_ISL_455362|Human|Nigeria|hCoV-19/Nigeria/KW017-CV24/2020|2020-04-10|2020.273,EPI_ISL_455362,hCoV-19/Nigeria/KW017-CV24/2020,Africa / Nigeria / Kwara State,10/04/2020,Africa/Nigeria/Kwara State,Africa,Nigeria,Kwara State,Human,FALSE,FALSE,TRUE,2020.273224
EPI_ISL_455412|Human|Nigeria|hCoV-19/Nigeria/OG007-CV22/2020|2020-03-29|2020.240,EPI_ISL_455412,hCoV-19/Nigeria/OG007-CV22/2020,Africa / Nigeria / Ogun State,29/03/2020,Africa/Nigeria/Ogun State,Africa,Nigeria,Ogun State,Human,FALSE,FALSE,TRUE,2020.240437
EPI_ISL_455413|Human|Nigeria|hCoV-19/Nigeria/OS016-CV3/2020|2020-03-27|2020.235,EPI_ISL_455413,hCoV-19/Nigeria/OS016-CV3/2020,Africa / Nigeria / Osun State,27/03/2020,Africa/Nigeria/Osun State,Africa,Nigeria,Osun State,Human,FALSE,FALSE,TRUE,2020.234973
EPI_ISL_455414|Human|Nigeria|hCoV-19/Nigeria/OS029-CV4/2020|2020-03-29|2020.240,EPI_ISL_455414,hCoV-19/Nigeria/OS029-CV4/2020,Africa / Nigeria / Osun State,29/03/2020,Africa/Nigeria/Osun State,Africa,Nigeria,Osun State,Human,FALSE,FALSE,TRUE,2020.240437
EPI_ISL_455415|Human|Nigeria|hCoV-19/Nigeria/OS030-CV5/2020|2020-03-29|2020.240,EPI_ISL_455415,hCoV-19/Nigeria/OS030-CV5/2020,Africa / Nigeria / Osun State,29/03/2020,Africa/Nigeria/Osun State,Africa,Nigeria,Osun State,Human,FALSE,FALSE,TRUE,2020.240437
EPI_ISL_455418|Human|Nigeria|hCoV-19/Nigeria/OS055-CV8/2020|2020-03-29|2020.240,EPI_ISL_455418,hCoV-19/Nigeria/OS055-CV8/2020,Africa / Nigeria / Osun State,29/03/2020,Africa/Nigeria/Osun State,Africa,Nigeria,Osun State,Human,FALSE,FALSE,TRUE,2020.240437
EPI_ISL_455419|Human|Nigeria|hCoV-19/Nigeria/OS060-CV9/2020|2020-03-29|2020.240,EPI_ISL_455419,hCoV-19/Nigeria/OS060-CV9/2020,Africa / Nigeria / Osun State,29/03/2020,Africa/Nigeria/Osun State,Africa,Nigeria,Osun State,Human,FALSE,FALSE,TRUE,2020.240437
EPI_ISL_455422|Human|Nigeria|hCoV-19/Nigeria/OS070-CV11/2020|2020-03-29|2020.240,EPI_ISL_455422,hCoV-19/Nigeria/OS070-CV11/2020,Africa / Nigeria / Osun State,29/03/2020,Africa/Nigeria/Osun State,Africa,Nigeria,Osun State,Human,FALSE,FALSE,TRUE,2020.240437
EPI_ISL_455423|Human|Nigeria|hCoV-19/Nigeria/OS075-CV12/2020|2020-03-29|2020.240,EPI_ISL_455423,hCoV-19/Nigeria/OS075-CV12/2020,Africa / Nigeria / Osun State,29/03/2020,Africa/Nigeria/Osun State,Africa,Nigeria,Osun State,Human,FALSE,FALSE,TRUE,2020.240437
EPI_ISL_455424|Human|Nigeria|hCoV-19/Nigeria/OS085-CV14/2020|2020-03-29|2020.240,EPI_ISL_455424,hCoV-19/Nigeria/OS085-CV14/2020,Africa / Nigeria / Osun State,29/03/2020,Africa/Nigeria/Osun State,Africa,Nigeria,Osun State,Human,FALSE,FALSE,TRUE,2020.240437
EPI_ISL_455425|Human|Nigeria|hCoV-19/Nigeria/OS116-CV17/2020|2020-03-29|2020.240,EPI_ISL_455425,hCoV-19/Nigeria/OS116-CV17/2020,Africa / Nigeria / Osun State,29/03/2020,Africa/Nigeria/Osun State,Africa,Nigeria,Osun State,Human,FALSE,FALSE,TRUE,2020.240437
EPI_ISL_455426|Human|Nigeria|hCoV-19/Nigeria/OS122-CV18/2020|2020-03-29|2020.240,EPI_ISL_455426,hCoV-19/Nigeria/OS122-CV18/2020,Africa / Nigeria / Osun State,29/03/2020,Africa/Nigeria/Osun State,Africa,Nigeria,Osun State,Human,FALSE,FALSE,TRUE,2020.240437
EPI_ISL_455427|Human|Nigeria|hCoV-19/Nigeria/OS125-CV20/2020|2020-03-29|2020.240,EPI_ISL_455427,hCoV-19/Nigeria/OS125-CV20/2020,Africa / Nigeria / Osun State,29/03/2020,Africa/Nigeria/Osun State,Africa,Nigeria,Osun State,Human,FALSE,FALSE,TRUE,2020.240437
EPI_ISL_455429|Human|Nigeria|hCoV-19/Nigeria/OY008-CV29/2020|2020-03-27|2020.235,EPI_ISL_455429,hCoV-19/Nigeria/OY008-CV29/2020,Africa / Nigeria / Oyo State,27/03/2020,Africa/Nigeria/Oyo State,Africa,Nigeria,Oyo State,Human,FALSE,FALSE,TRUE,2020.234973
EPI_ISL_455430|Human|Nigeria|hCoV-19/Nigeria/OY035-CV34/2020|2020-04-02|2020.251,EPI_ISL_455430,hCoV-19/Nigeria/OY035-CV34/2020,Africa / Nigeria / Oyo State,02/04/2020,Africa/Nigeria/Oyo State,Africa,Nigeria,Oyo State,Human,FALSE,FALSE,TRUE,2020.251366
EPI_ISL_455431|Human|Nigeria|hCoV-19/Nigeria/OY045A-CV35/2020|2020-04-02|2020.251,EPI_ISL_455431,hCoV-19/Nigeria/OY045A-CV35/2020,Africa / Nigeria / Oyo State,02/04/2020,Africa/Nigeria/Oyo State,Africa,Nigeria,Oyo State,Human,FALSE,FALSE,TRUE,2020.251366
EPI_ISL_455629|Human|South Africa|hCoV-19/SouthAfrica/KRISP-003/2020|2020-04-30|2020.328,EPI_ISL_455629,hCoV-19/SouthAfrica/KRISP-003/2020,Africa / South Africa / KZN,30/04/2020,Africa/South Africa/KZN,Africa,South Africa,KZN,Human,FALSE,FALSE,TRUE,2020.327869
EPI_ISL_455630|Human|South Africa|hCoV-19/SouthAfrica/KRISP-005/2020|2020-04-29|2020.325,EPI_ISL_455630,hCoV-19/SouthAfrica/KRISP-005/2020,Africa / South Africa / KZN,29/04/2020,Africa/South Africa/KZN,Africa,South Africa,KZN,Human,FALSE,FALSE,TRUE,2020.325137
EPI_ISL_455631|Human|South Africa|hCoV-19/SouthAfrica/KRISP-101/2020|2020-04-30|2020.328,EPI_ISL_455631,hCoV-19/SouthAfrica/KRISP-101/2020,Africa / South Africa / KZN,30/04/2020,Africa/South Africa/KZN,Africa,South Africa,KZN,Human,FALSE,FALSE,TRUE,2020.327869
EPI_ISL_455632|Human|South Africa|hCoV-19/SouthAfrica/KRISP-102/2020|2020-04-30|2020.328,EPI_ISL_455632,hCoV-19/SouthAfrica/KRISP-102/2020,Africa / South Africa / KZN,30/04/2020,Africa/South Africa/KZN,Africa,South Africa,KZN,Human,FALSE,FALSE,TRUE,2020.327869
EPI_ISL_455633|Human|South Africa|hCoV-19/SouthAfrica/KRISP-103/2020|2020-04-30|2020.328,EPI_ISL_455633,hCoV-19/SouthAfrica/KRISP-103/2020,Africa / South Africa / KZN,30/04/2020,Africa/South Africa/KZN,Africa,South Africa,KZN,Human,FALSE,FALSE,TRUE,2020.327869
EPI_ISL_455634|Human|South Africa|hCoV-19/SouthAfrica/KRISP-104/2020|2020-05-01|2020.331,EPI_ISL_455634,hCoV-19/SouthAfrica/KRISP-104/2020,Africa / South Africa / KZN,01/05/2020,Africa/South Africa/KZN,Africa,South Africa,KZN,Human,FALSE,FALSE,TRUE,2020.330601
EPI_ISL_455635|Human|South Africa|hCoV-19/SouthAfrica/KRISP-105/2020|2020-05-05|2020.342,EPI_ISL_455635,hCoV-19/SouthAfrica/KRISP-105/2020,Africa / South Africa / KZN,05/05/2020,Africa/South Africa/KZN,Africa,South Africa,KZN,Human,FALSE,FALSE,TRUE,2020.34153
EPI_ISL_455636|Human|South Africa|hCoV-19/SouthAfrica/KRISP-106/2020|2020-03-31|2020.246,EPI_ISL_455636,hCoV-19/SouthAfrica/KRISP-106/2020,Africa / South Africa / KZN,31/03/2020,Africa/South Africa/KZN,Africa,South Africa,KZN,Human,FALSE,FALSE,TRUE,2020.245902
EPI_ISL_455637|Human|South Africa|hCoV-19/SouthAfrica/KRISP-107/2020|2020-05-04|2020.339,EPI_ISL_455637,hCoV-19/SouthAfrica/KRISP-107/2020,Africa / South Africa / KZN,04/05/2020,Africa/South Africa/KZN,Africa,South Africa,KZN,Human,FALSE,FALSE,TRUE,2020.338798
EPI_ISL_455638|Human|South Africa|hCoV-19/SouthAfrica/KRISP-108/2020|2020-05-04|2020.339,EPI_ISL_455638,hCoV-19/SouthAfrica/KRISP-108/2020,Africa / South Africa / KZN,04/05/2020,Africa/South Africa/KZN,Africa,South Africa,KZN,Human,FALSE,FALSE,TRUE,2020.338798
EPI_ISL_455639|Human|South Africa|hCoV-19/SouthAfrica/KRISP-109/2020|2020-03-31|2020.246,EPI_ISL_455639,hCoV-19/SouthAfrica/KRISP-109/2020,Africa / South Africa / KZN,31/03/2020,Africa/South Africa/KZN,Africa,South Africa,KZN,Human,FALSE,FALSE,TRUE,2020.245902
EPI_ISL_457827|Human|Kenya|hCoV-19/Kenya/NIC_059/2020|2020-03|2020.202,EPI_ISL_457827,hCoV-19/Kenya/NIC_059/2020,Africa / Kenya,2020-03,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_457828|Human|Kenya|hCoV-19/Kenya/NIC_084/2020|2020-03|2020.202,EPI_ISL_457828,hCoV-19/Kenya/NIC_084/2020,Africa / Kenya,2020-03,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_457829|Human|Kenya|hCoV-19/Kenya/NIC_087/2020|2020-03|2020.202,EPI_ISL_457829,hCoV-19/Kenya/NIC_087/2020,Africa / Kenya,2020-03,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_457830|Human|Kenya|hCoV-19/Kenya/NIC_089/2020|2020-03|2020.202,EPI_ISL_457830,hCoV-19/Kenya/NIC_089/2020,Africa / Kenya,2020-03,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_457831|Human|Kenya|hCoV-19/Kenya/NIC_156/2020|2020-03|2020.202,EPI_ISL_457831,hCoV-19/Kenya/NIC_156/2020,Africa / Kenya,2020-03,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_457832|Human|Kenya|hCoV-19/Kenya/NIC_168/2020|2020-03|2020.202,EPI_ISL_457832,hCoV-19/Kenya/NIC_168/2020,Africa / Kenya,2020-03,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_457833|Human|Kenya|hCoV-19/Kenya/NIC_187/2020|2020-03|2020.202,EPI_ISL_457833,hCoV-19/Kenya/NIC_187/2020,Africa / Kenya,2020-03,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_457834|Human|Kenya|hCoV-19/Kenya/NIC_196/2020|2020-03|2020.202,EPI_ISL_457834,hCoV-19/Kenya/NIC_196/2020,Africa / Kenya,2020-03,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_457835|Human|Kenya|hCoV-19/Kenya/NIC_228/2020|2020-03|2020.202,EPI_ISL_457835,hCoV-19/Kenya/NIC_228/2020,Africa / Kenya,2020-03,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_457836|Human|Kenya|hCoV-19/Kenya/NIC_248/2020|2020-03|2020.202,EPI_ISL_457836,hCoV-19/Kenya/NIC_248/2020,Africa / Kenya,2020-03,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_457837|Human|Kenya|hCoV-19/Kenya/NIC_252/2020|2020-03|2020.202,EPI_ISL_457837,hCoV-19/Kenya/NIC_252/2020,Africa / Kenya,2020-03,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_457838|Human|Kenya|hCoV-19/Kenya/NIC_266/2020|2020-03|2020.202,EPI_ISL_457838,hCoV-19/Kenya/NIC_266/2020,Africa / Kenya,2020-03,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_457839|Human|Kenya|hCoV-19/Kenya/NIC_488/2020|2020-03|2020.202,EPI_ISL_457839,hCoV-19/Kenya/NIC_488/2020,Africa / Kenya,2020-03,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_457840|Human|Kenya|hCoV-19/Kenya/NIC_492/2020|2020-03|2020.202,EPI_ISL_457840,hCoV-19/Kenya/NIC_492/2020,Africa / Kenya,2020-03,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_457841|Human|Kenya|hCoV-19/Kenya/NIC_512/2020|2020-03|2020.202,EPI_ISL_457841,hCoV-19/Kenya/NIC_512/2020,Africa / Kenya,2020-03,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.202186
