seqName,Accession.ID,Virus.name,Location,Collection.date,location,continent,country,state,host,hasYearOnly,hasMonthOnly,hasFullDate,decDate
EPI_ISL_457842|Human|Kenya|hCoV-19/Kenya/NIC_522/2020|2020-03|2020.202,EPI_ISL_457842,hCoV-19/Kenya/NIC_522/2020,Africa / Kenya,2020-03,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_457843|Human|Kenya|hCoV-19/Kenya/NIC_569/2020|2020-03|2020.202,EPI_ISL_457843,hCoV-19/Kenya/NIC_569/2020,Africa / Kenya,2020-03,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_457844|Human|Kenya|hCoV-19/Kenya/NIC_593/2020|2020-03|2020.202,EPI_ISL_457844,hCoV-19/Kenya/NIC_593/2020,Africa / Kenya,2020-03,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_457845|Human|Kenya|hCoV-19/Kenya/P001/2020|2020-03|2020.202,EPI_ISL_457845,hCoV-19/Kenya/P001/2020,Africa / Kenya,2020-03,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_457846|Human|Kenya|hCoV-19/Kenya/P005/2020|2020-03|2020.202,EPI_ISL_457846,hCoV-19/Kenya/P005/2020,Africa / Kenya,2020-03,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_457847|Human|Kenya|hCoV-19/Kenya/P033/2020|2020-03|2020.202,EPI_ISL_457847,hCoV-19/Kenya/P033/2020,Africa / Kenya,2020-03,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_457848|Human|Kenya|hCoV-19/Kenya/P037/2020|2020-03|2020.202,EPI_ISL_457848,hCoV-19/Kenya/P037/2020,Africa / Kenya,2020-03,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_457849|Human|Kenya|hCoV-19/Kenya/P1008/2020|2020-04|2020.287,EPI_ISL_457849,hCoV-19/Kenya/P1008/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457850|Human|Kenya|hCoV-19/Kenya/P1078/2020|2020-04|2020.287,EPI_ISL_457850,hCoV-19/Kenya/P1078/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457851|Human|Kenya|hCoV-19/Kenya/P1088/2020|2020-04|2020.287,EPI_ISL_457851,hCoV-19/Kenya/P1088/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457852|Human|Kenya|hCoV-19/Kenya/P1107/2020|2020-04|2020.287,EPI_ISL_457852,hCoV-19/Kenya/P1107/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457853|Human|Kenya|hCoV-19/Kenya/P1118/2020|2020-04|2020.287,EPI_ISL_457853,hCoV-19/Kenya/P1118/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457854|Human|Kenya|hCoV-19/Kenya/P1132/2020|2020-04|2020.287,EPI_ISL_457854,hCoV-19/Kenya/P1132/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457855|Human|Kenya|hCoV-19/Kenya/P119/2020|2020-04|2020.287,EPI_ISL_457855,hCoV-19/Kenya/P119/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457856|Human|Kenya|hCoV-19/Kenya/P1208/2020|2020-04|2020.287,EPI_ISL_457856,hCoV-19/Kenya/P1208/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457857|Human|Kenya|hCoV-19/Kenya/P1267/2020|2020-04|2020.287,EPI_ISL_457857,hCoV-19/Kenya/P1267/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457858|Human|Kenya|hCoV-19/Kenya/P1273/2020|2020-04|2020.287,EPI_ISL_457858,hCoV-19/Kenya/P1273/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457859|Human|Kenya|hCoV-19/Kenya/P1293/2020|2020-04|2020.287,EPI_ISL_457859,hCoV-19/Kenya/P1293/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457860|Human|Kenya|hCoV-19/Kenya/P1317/2020|2020-04|2020.287,EPI_ISL_457860,hCoV-19/Kenya/P1317/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457861|Human|Kenya|hCoV-19/Kenya/P1338/2020|2020-04|2020.287,EPI_ISL_457861,hCoV-19/Kenya/P1338/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457862|Human|Kenya|hCoV-19/Kenya/P1350/2020|2020-04|2020.287,EPI_ISL_457862,hCoV-19/Kenya/P1350/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457863|Human|Kenya|hCoV-19/Kenya/P1415/2020|2020-04|2020.287,EPI_ISL_457863,hCoV-19/Kenya/P1415/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457864|Human|Kenya|hCoV-19/Kenya/P1541/2020|2020-04|2020.287,EPI_ISL_457864,hCoV-19/Kenya/P1541/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457865|Human|Kenya|hCoV-19/Kenya/P1562/2020|2020-04|2020.287,EPI_ISL_457865,hCoV-19/Kenya/P1562/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457866|Human|Kenya|hCoV-19/Kenya/P1655/2020|2020-04|2020.287,EPI_ISL_457866,hCoV-19/Kenya/P1655/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457867|Human|Kenya|hCoV-19/Kenya/P1667/2020|2020-04|2020.287,EPI_ISL_457867,hCoV-19/Kenya/P1667/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457868|Human|Kenya|hCoV-19/Kenya/P169/2020|2020-04|2020.287,EPI_ISL_457868,hCoV-19/Kenya/P169/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457869|Human|Kenya|hCoV-19/Kenya/P1957/2020|2020-04|2020.287,EPI_ISL_457869,hCoV-19/Kenya/P1957/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457870|Human|Kenya|hCoV-19/Kenya/P1992/2020|2020-04|2020.287,EPI_ISL_457870,hCoV-19/Kenya/P1992/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457871|Human|Kenya|hCoV-19/Kenya/P209/2020|2020-04|2020.287,EPI_ISL_457871,hCoV-19/Kenya/P209/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457872|Human|Kenya|hCoV-19/Kenya/P2155/2020|2020-04|2020.287,EPI_ISL_457872,hCoV-19/Kenya/P2155/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457873|Human|Kenya|hCoV-19/Kenya/P225/2020|2020-04|2020.287,EPI_ISL_457873,hCoV-19/Kenya/P225/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457874|Human|Kenya|hCoV-19/Kenya/P226/2020|2020-04|2020.287,EPI_ISL_457874,hCoV-19/Kenya/P226/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457875|Human|Kenya|hCoV-19/Kenya/P230/2020|2020-04|2020.287,EPI_ISL_457875,hCoV-19/Kenya/P230/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457876|Human|Kenya|hCoV-19/Kenya/P232/2020|2020-04|2020.287,EPI_ISL_457876,hCoV-19/Kenya/P232/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457877|Human|Kenya|hCoV-19/Kenya/P2355/2020|2020-04|2020.287,EPI_ISL_457877,hCoV-19/Kenya/P2355/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457878|Human|Kenya|hCoV-19/Kenya/P2365/2020|2020-04|2020.287,EPI_ISL_457878,hCoV-19/Kenya/P2365/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457879|Human|Kenya|hCoV-19/Kenya/P2385/2020|2020-04|2020.287,EPI_ISL_457879,hCoV-19/Kenya/P2385/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457880|Human|Kenya|hCoV-19/Kenya/P2447/2020|2020-04|2020.287,EPI_ISL_457880,hCoV-19/Kenya/P2447/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457881|Human|Kenya|hCoV-19/Kenya/P2478/2020|2020-04|2020.287,EPI_ISL_457881,hCoV-19/Kenya/P2478/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457882|Human|Kenya|hCoV-19/Kenya/P2495/2020|2020-04|2020.287,EPI_ISL_457882,hCoV-19/Kenya/P2495/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457883|Human|Kenya|hCoV-19/Kenya/P2498/2020|2020-04|2020.287,EPI_ISL_457883,hCoV-19/Kenya/P2498/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457884|Human|Kenya|hCoV-19/Kenya/P2601/2020|2020-04|2020.287,EPI_ISL_457884,hCoV-19/Kenya/P2601/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457885|Human|Kenya|hCoV-19/Kenya/P2654/2020|2020-04|2020.287,EPI_ISL_457885,hCoV-19/Kenya/P2654/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457886|Human|Kenya|hCoV-19/Kenya/P269/2020|2020-04|2020.287,EPI_ISL_457886,hCoV-19/Kenya/P269/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457887|Human|Kenya|hCoV-19/Kenya/P2693/2020|2020-04|2020.287,EPI_ISL_457887,hCoV-19/Kenya/P2693/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457888|Human|Kenya|hCoV-19/Kenya/P2716/2020|2020-04|2020.287,EPI_ISL_457888,hCoV-19/Kenya/P2716/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457889|Human|Kenya|hCoV-19/Kenya/P2717/2020|2020-04|2020.287,EPI_ISL_457889,hCoV-19/Kenya/P2717/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457890|Human|Kenya|hCoV-19/Kenya/P274/2020|2020-04|2020.287,EPI_ISL_457890,hCoV-19/Kenya/P274/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457891|Human|Kenya|hCoV-19/Kenya/P2742/2020|2020-04|2020.287,EPI_ISL_457891,hCoV-19/Kenya/P2742/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457892|Human|Kenya|hCoV-19/Kenya/P2763/2020|2020-04|2020.287,EPI_ISL_457892,hCoV-19/Kenya/P2763/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457893|Human|Kenya|hCoV-19/Kenya/P2794/2020|2020-04|2020.287,EPI_ISL_457893,hCoV-19/Kenya/P2794/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457894|Human|Kenya|hCoV-19/Kenya/P2800/2020|2020-04|2020.287,EPI_ISL_457894,hCoV-19/Kenya/P2800/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457895|Human|Kenya|hCoV-19/Kenya/P293/2020|2020-04|2020.287,EPI_ISL_457895,hCoV-19/Kenya/P293/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457896|Human|Kenya|hCoV-19/Kenya/P3005/2020|2020-04|2020.287,EPI_ISL_457896,hCoV-19/Kenya/P3005/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457897|Human|Kenya|hCoV-19/Kenya/P3045/2020|2020-04|2020.287,EPI_ISL_457897,hCoV-19/Kenya/P3045/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457898|Human|Kenya|hCoV-19/Kenya/P3046/2020|2020-04|2020.287,EPI_ISL_457898,hCoV-19/Kenya/P3046/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457899|Human|Kenya|hCoV-19/Kenya/P3056/2020|2020-04|2020.287,EPI_ISL_457899,hCoV-19/Kenya/P3056/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457900|Human|Kenya|hCoV-19/Kenya/P3059/2020|2020-04|2020.287,EPI_ISL_457900,hCoV-19/Kenya/P3059/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457901|Human|Kenya|hCoV-19/Kenya/P3110/2020|2020-04|2020.287,EPI_ISL_457901,hCoV-19/Kenya/P3110/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457902|Human|Kenya|hCoV-19/Kenya/P3121/2020|2020-04|2020.287,EPI_ISL_457902,hCoV-19/Kenya/P3121/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457903|Human|Kenya|hCoV-19/Kenya/P3124/2020|2020-04|2020.287,EPI_ISL_457903,hCoV-19/Kenya/P3124/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457904|Human|Kenya|hCoV-19/Kenya/P3132/2020|2020-04|2020.287,EPI_ISL_457904,hCoV-19/Kenya/P3132/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457905|Human|Kenya|hCoV-19/Kenya/P332/2020|2020-04|2020.287,EPI_ISL_457905,hCoV-19/Kenya/P332/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457906|Human|Kenya|hCoV-19/Kenya/P3343/2020|2020-04|2020.287,EPI_ISL_457906,hCoV-19/Kenya/P3343/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457907|Human|Kenya|hCoV-19/Kenya/P3361/2020|2020-04|2020.287,EPI_ISL_457907,hCoV-19/Kenya/P3361/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457908|Human|Kenya|hCoV-19/Kenya/P338/2020|2020-04|2020.287,EPI_ISL_457908,hCoV-19/Kenya/P338/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457909|Human|Kenya|hCoV-19/Kenya/P368/2020|2020-04|2020.287,EPI_ISL_457909,hCoV-19/Kenya/P368/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457910|Human|Kenya|hCoV-19/Kenya/P376/2020|2020-04|2020.287,EPI_ISL_457910,hCoV-19/Kenya/P376/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457911|Human|Kenya|hCoV-19/Kenya/P460/2020|2020-04|2020.287,EPI_ISL_457911,hCoV-19/Kenya/P460/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457912|Human|Kenya|hCoV-19/Kenya/P503/2020|2020-04|2020.287,EPI_ISL_457912,hCoV-19/Kenya/P503/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457913|Human|Kenya|hCoV-19/Kenya/P505/2020|2020-04|2020.287,EPI_ISL_457913,hCoV-19/Kenya/P505/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457914|Human|Kenya|hCoV-19/Kenya/P515/2020|2020-04|2020.287,EPI_ISL_457914,hCoV-19/Kenya/P515/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457915|Human|Kenya|hCoV-19/Kenya/P572/2020|2020-04|2020.287,EPI_ISL_457915,hCoV-19/Kenya/P572/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457916|Human|Kenya|hCoV-19/Kenya/P573/2020|2020-04|2020.287,EPI_ISL_457916,hCoV-19/Kenya/P573/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457917|Human|Kenya|hCoV-19/Kenya/P574/2020|2020-04|2020.287,EPI_ISL_457917,hCoV-19/Kenya/P574/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457918|Human|Kenya|hCoV-19/Kenya/P575/2020|2020-04|2020.287,EPI_ISL_457918,hCoV-19/Kenya/P575/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457919|Human|Kenya|hCoV-19/Kenya/P604/2020|2020-04|2020.287,EPI_ISL_457919,hCoV-19/Kenya/P604/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457920|Human|Kenya|hCoV-19/Kenya/P629/2020|2020-04|2020.287,EPI_ISL_457920,hCoV-19/Kenya/P629/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457921|Human|Kenya|hCoV-19/Kenya/P703/2020|2020-04|2020.287,EPI_ISL_457921,hCoV-19/Kenya/P703/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457922|Human|Kenya|hCoV-19/Kenya/P719/2020|2020-04|2020.287,EPI_ISL_457922,hCoV-19/Kenya/P719/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457923|Human|Kenya|hCoV-19/Kenya/P729/2020|2020-04|2020.287,EPI_ISL_457923,hCoV-19/Kenya/P729/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457924|Human|Kenya|hCoV-19/Kenya/P735/2020|2020-04|2020.287,EPI_ISL_457924,hCoV-19/Kenya/P735/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457925|Human|Kenya|hCoV-19/Kenya/P737/2020|2020-04|2020.287,EPI_ISL_457925,hCoV-19/Kenya/P737/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457926|Human|Kenya|hCoV-19/Kenya/P769/2020|2020-04|2020.287,EPI_ISL_457926,hCoV-19/Kenya/P769/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457927|Human|Kenya|hCoV-19/Kenya/P822/2020|2020-04|2020.287,EPI_ISL_457927,hCoV-19/Kenya/P822/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457928|Human|Kenya|hCoV-19/Kenya/P842/2020|2020-04|2020.287,EPI_ISL_457928,hCoV-19/Kenya/P842/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457929|Human|Kenya|hCoV-19/Kenya/P858/2020|2020-04|2020.287,EPI_ISL_457929,hCoV-19/Kenya/P858/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457930|Human|Kenya|hCoV-19/Kenya/P974/2020|2020-04|2020.287,EPI_ISL_457930,hCoV-19/Kenya/P974/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457931|Human|Kenya|hCoV-19/Kenya/P979/2020|2020-04|2020.287,EPI_ISL_457931,hCoV-19/Kenya/P979/2020,Africa / Kenya,2020-04,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.286885
EPI_ISL_457932|Human|Kenya|hCoV-19/Kenya/S052/2020|2020-03|2020.202,EPI_ISL_457932,hCoV-19/Kenya/S052/2020,Africa / Kenya,2020-03,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_457933|Human|Kenya|hCoV-19/Kenya/S109/2020|2020-03|2020.202,EPI_ISL_457933,hCoV-19/Kenya/S109/2020,Africa / Kenya,2020-03,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_457934|Human|Kenya|hCoV-19/Kenya/S299/2020|2020-03|2020.202,EPI_ISL_457934,hCoV-19/Kenya/S299/2020,Africa / Kenya,2020-03,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_457935|Human|Kenya|hCoV-19/Kenya/S304/2020|2020-03|2020.202,EPI_ISL_457935,hCoV-19/Kenya/S304/2020,Africa / Kenya,2020-03,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_457936|Human|Kenya|hCoV-19/Kenya/S338/2020|2020-03|2020.202,EPI_ISL_457936,hCoV-19/Kenya/S338/2020,Africa / Kenya,2020-03,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,TRUE,FALSE,2020.202186
EPI_ISL_457999|Human|Kenya|hCoV-19/Kenya/D5/2020|2020-05-22|2020.388,EPI_ISL_457999,hCoV-19/Kenya/D5/2020,Africa / Kenya,22/05/2020,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,FALSE,TRUE,2020.387978
EPI_ISL_458000|Human|Kenya|hCoV-19/Kenya/D6/2020|2020-03-17|2020.208,EPI_ISL_458000,hCoV-19/Kenya/D6/2020,Africa / Kenya,17/03/2020,Africa/Kenya,Africa,Kenya,NA,Human,FALSE,FALSE,TRUE,2020.20765
EPI_ISL_462992|Human|Nigeria|hCoV-19/Nigeria/NG57752/2020|2020-03|2020.202,EPI_ISL_462992,hCoV-19/Nigeria/NG57752/2020,Africa / Nigeria,2020-03,Africa / Nigeria,Africa,Nigeria,NA,Human,FALSE,TRUE,FALSE,2020.202186